name,iter_num,0.001,0.005,0.01,0.05
"bootstrap, basic method",263,0,0,0,0
"bootstrap, bca method",263,0,0,0,0
z-test,264,0,0,0,0
"t-test, equal var = true",264,0,0,0,0
"t-test, equal var = false",264,0,0,0,0
"permutation test, mean stat",264,0,0,0,0
"bootstrap, percentile method",264,0,0,0,0
"bootstrap, basic method",264,0,0,0,0
"bootstrap, bca method",264,0,0,0,0
z-test,265,0,0,0,0
"t-test, equal var = true",265,0,0,0,0
"t-test, equal var = false",265,0,0,0,0
"permutation test, mean stat",265,0,0,0,0
"bootstrap, percentile method",265,0,0,0,0
"bootstrap, basic method",265,0,0,0,0
"bootstrap, bca method",265,0,0,0,0
z-test,266,0,0,0,0
"t-test, equal var = true",266,0,0,0,0
"t-test, equal var = false",266,0,0,0,0
"permutation test, mean stat",266,0,0,0,0
"bootstrap, percentile method",266,0,0,0,0
"bootstrap, basic method",266,0,0,0,0
"bootstrap, bca method",266,0,0,0,0
z-test,267,0,0,0,0
"t-test, equal var = true",267,0,0,0,0
"t-test, equal var = false",267,0,0,0,0
"permutation test, mean stat",267,0,0,0,0
"bootstrap, percentile method",267,0,0,0,0
"bootstrap, basic method",267,0,0,0,0
"bootstrap, bca method",267,0,0,0,0
z-test,268,0,0,0,0
"t-test, equal var = true",268,0,0,0,0
"t-test, equal var = false",268,0,0,0,0
"permutation test, mean stat",268,0,0,0,0
"bootstrap, percentile method",268,0,0,0,0
"bootstrap, basic method",268,0,0,0,0
"bootstrap, bca method",268,0,0,0,0
z-test,269,0,0,0,0
"t-test, equal var = true",269,0,0,0,0
"t-test, equal var = false",269,0,0,0,0
"permutation test, mean stat",269,0,0,0,0
"bootstrap, percentile method",269,0,0,0,0
"bootstrap, basic method",269,0,0,0,0
"bootstrap, bca method",269,0,0,0,0
z-test,270,0,0,0,0
"t-test, equal var = true",270,0,0,0,0
"t-test, equal var = false",270,0,0,0,0
"permutation test, mean stat",270,0,0,0,0
"bootstrap, percentile method",270,0,0,0,0
"bootstrap, basic method",270,0,0,0,0
"bootstrap, bca method",270,0,0,0,0
z-test,271,0,0,0,0
"t-test, equal var = true",271,0,0,0,0
"t-test, equal var = false",271,0,0,0,0
"permutation test, mean stat",271,0,0,0,0
"bootstrap, percentile method",271,0,0,0,0
"bootstrap, basic method",271,0,0,0,0
"bootstrap, bca method",271,0,0,0,0
z-test,272,0,0,0,0
"t-test, equal var = true",272,0,0,0,0
"t-test, equal var = false",272,0,0,0,0
"permutation test, mean stat",272,0,0,0,0
"bootstrap, percentile method",272,0,0,0,0
"bootstrap, basic method",272,0,0,0,0
"bootstrap, bca method",272,0,0,0,0
z-test,273,0,0,0,0
"t-test, equal var = true",273,0,0,0,0
"t-test, equal var = false",273,0,0,0,0
"permutation test, mean stat",273,0,0,0,0
"bootstrap, percentile method",273,0,0,0,0
"bootstrap, basic method",273,0,0,0,0
"bootstrap, bca method",273,0,0,0,0
z-test,274,0,0,0,0
"t-test, equal var = true",274,0,0,0,0
"t-test, equal var = false",274,0,0,0,0
"permutation test, mean stat",274,0,0,0,0
"bootstrap, percentile method",274,0,0,0,0
"bootstrap, basic method",274,0,0,0,0
"bootstrap, bca method",274,0,0,0,0
z-test,275,0,0,0,0
"t-test, equal var = true",275,0,0,0,0
"t-test, equal var = false",275,0,0,0,0
"permutation test, mean stat",275,0,0,0,0
"bootstrap, percentile method",275,0,0,0,0
"bootstrap, basic method",275,0,0,0,0
"bootstrap, bca method",275,0,0,0,0
z-test,276,0,0,0,0
"t-test, equal var = true",276,0,0,0,0
"t-test, equal var = false",276,0,0,0,0
"permutation test, mean stat",276,0,0,0,0
"bootstrap, percentile method",276,0,0,0,0
"bootstrap, basic method",276,0,0,0,0
"bootstrap, bca method",276,0,0,0,0
z-test,277,0,0,0,0
"t-test, equal var = true",277,0,0,0,0
"t-test, equal var = false",277,0,0,0,0
"permutation test, mean stat",277,0,0,0,0
"bootstrap, percentile method",277,0,0,0,0
"bootstrap, basic method",277,0,0,0,0
"bootstrap, bca method",277,0,0,0,0
z-test,278,0,0,0,0
"t-test, equal var = true",278,0,0,0,0
"t-test, equal var = false",278,0,0,0,0
"permutation test, mean stat",278,0,0,0,0
"bootstrap, percentile method",278,0,0,0,0
"bootstrap, basic method",278,0,0,0,0
"bootstrap, bca method",278,0,0,0,0
z-test,279,0,0,0,0
"t-test, equal var = true",279,0,0,0,0
"t-test, equal var = false",279,0,0,0,0
"permutation test, mean stat",279,0,0,0,0
"bootstrap, percentile method",279,0,0,0,0
"bootstrap, basic method",279,0,0,0,0
"bootstrap, bca method",279,0,0,0,0
z-test,280,0,0,0,0
"t-test, equal var = true",280,0,0,0,0
"t-test, equal var = false",280,0,0,0,0
"permutation test, mean stat",280,0,0,0,0
"bootstrap, percentile method",280,0,0,0,0
"bootstrap, basic method",280,0,0,0,0
"bootstrap, bca method",280,0,0,0,0
z-test,281,0,0,0,0
"t-test, equal var = true",281,0,0,0,0
"t-test, equal var = false",281,0,0,0,0
"permutation test, mean stat",281,0,0,0,0
"bootstrap, percentile method",281,0,0,0,0
"bootstrap, basic method",281,0,0,0,0
"bootstrap, bca method",281,0,0,0,0
z-test,282,0,0,0,0
"t-test, equal var = true",282,0,0,0,0
"t-test, equal var = false",282,0,0,0,0
"permutation test, mean stat",282,0,0,0,0
"bootstrap, percentile method",282,0,0,0,0
"bootstrap, basic method",282,0,0,0,0
"bootstrap, bca method",282,0,0,0,0
z-test,283,0,0,0,0
"t-test, equal var = true",283,0,0,0,0
"t-test, equal var = false",283,0,0,0,0
"permutation test, mean stat",283,0,0,0,0
"bootstrap, percentile method",283,0,0,0,0
"bootstrap, basic method",283,0,0,0,0
"bootstrap, bca method",283,0,0,0,0
z-test,284,0,0,0,0
"t-test, equal var = true",284,0,0,0,0
"t-test, equal var = false",284,0,0,0,0
"permutation test, mean stat",284,0,0,0,0
"bootstrap, percentile method",284,0,0,0,0
"bootstrap, basic method",284,0,0,0,0
"bootstrap, bca method",284,0,0,0,0
z-test,285,0,0,0,0
"t-test, equal var = true",285,0,0,0,0
"t-test, equal var = false",285,0,0,0,0
"permutation test, mean stat",285,0,0,0,0
"bootstrap, percentile method",285,0,0,0,0
"bootstrap, basic method",285,0,0,0,0
"bootstrap, bca method",285,0,0,0,0
z-test,286,0,0,0,0
"t-test, equal var = true",286,0,0,0,0
"t-test, equal var = false",286,0,0,0,0
"permutation test, mean stat",286,0,0,0,0
"bootstrap, percentile method",286,0,0,0,0
"bootstrap, basic method",286,0,0,0,0
"bootstrap, bca method",286,0,0,0,0
z-test,287,0,0,0,0
"t-test, equal var = true",287,0,0,0,0
"t-test, equal var = false",287,0,0,0,0
"permutation test, mean stat",287,0,0,0,0
"bootstrap, percentile method",287,0,0,0,0
"bootstrap, basic method",287,0,0,0,0
"bootstrap, bca method",287,0,0,0,0
z-test,288,0,0,0,0
"t-test, equal var = true",288,0,0,0,0
"t-test, equal var = false",288,0,0,0,0
"permutation test, mean stat",288,0,0,0,0
"bootstrap, percentile method",288,0,0,0,0
"bootstrap, basic method",288,0,0,0,0
"bootstrap, bca method",288,0,0,0,0
z-test,289,0,0,0,0
"t-test, equal var = true",289,0,0,0,0
"t-test, equal var = false",289,0,0,0,0
"permutation test, mean stat",289,0,0,0,0
"bootstrap, percentile method",289,0,0,0,0
"bootstrap, basic method",289,0,0,0,0
"bootstrap, bca method",289,0,0,0,0
z-test,290,0,0,0,0
"t-test, equal var = true",290,0,0,0,0
"t-test, equal var = false",290,0,0,0,0
"permutation test, mean stat",290,0,0,0,0
"bootstrap, percentile method",290,0,0,0,0
"bootstrap, basic method",290,0,0,0,0
"bootstrap, bca method",290,0,0,0,0
z-test,291,0,0,0,0
"t-test, equal var = true",291,0,0,0,0
"t-test, equal var = false",291,0,0,0,0
"permutation test, mean stat",291,0,0,0,0
"bootstrap, percentile method",291,0,0,0,0
"bootstrap, basic method",291,0,0,0,0
"bootstrap, bca method",291,0,0,0,0
z-test,292,0,0,0,0
"t-test, equal var = true",292,0,0,0,0
"t-test, equal var = false",292,0,0,0,0
"permutation test, mean stat",292,0,0,0,0
"bootstrap, percentile method",292,0,0,0,0
"bootstrap, basic method",292,0,0,0,0
"bootstrap, bca method",292,0,0,0,0
z-test,293,0,0,0,0
"t-test, equal var = true",293,0,0,0,0
"t-test, equal var = false",293,0,0,0,0
"permutation test, mean stat",293,0,0,0,0
"bootstrap, percentile method",293,0,0,0,0
"bootstrap, basic method",293,0,0,0,0
"bootstrap, bca method",293,0,0,0,0
z-test,294,0,0,0,0
"t-test, equal var = true",294,0,0,0,0
"t-test, equal var = false",294,0,0,0,0
"permutation test, mean stat",294,0,0,0,0
"bootstrap, percentile method",294,0,0,0,0
"bootstrap, basic method",294,0,0,0,0
"bootstrap, bca method",294,0,0,0,0
z-test,295,0,0,0,0
"t-test, equal var = true",295,0,0,0,0
"t-test, equal var = false",295,0,0,0,0
"permutation test, mean stat",295,0,0,0,0
"bootstrap, percentile method",295,0,0,0,0
"bootstrap, basic method",295,0,0,0,0
"bootstrap, bca method",295,0,0,0,0
z-test,296,0,0,0,0
"t-test, equal var = true",296,0,0,0,0
"t-test, equal var = false",296,0,0,0,0
"permutation test, mean stat",296,0,0,0,0
"bootstrap, percentile method",296,0,0,0,0
"bootstrap, basic method",296,0,0,0,0
"bootstrap, bca method",296,0,0,0,0
z-test,297,0,0,0,0
"t-test, equal var = true",297,0,0,0,0
"t-test, equal var = false",297,0,0,0,0
"permutation test, mean stat",297,0,0,0,0
"bootstrap, percentile method",297,0,0,0,0
"bootstrap, basic method",297,0,0,0,0
"bootstrap, bca method",297,0,0,0,0
z-test,298,0,0,0,0
"t-test, equal var = true",298,0,0,0,0
"t-test, equal var = false",298,0,0,0,0
"permutation test, mean stat",298,0,0,0,0
"bootstrap, percentile method",298,0,0,0,0
"bootstrap, basic method",298,0,0,0,0
"bootstrap, bca method",298,0,0,0,0
z-test,299,0,0,0,0
"t-test, equal var = true",299,0,0,0,0
"t-test, equal var = false",299,0,0,0,0
"permutation test, mean stat",299,0,0,0,0
"bootstrap, percentile method",299,0,0,0,0
"bootstrap, basic method",299,0,0,0,0
"bootstrap, bca method",299,0,0,0,0
z-test,300,0,0,0,0
"t-test, equal var = true",300,0,0,0,0
"t-test, equal var = false",300,0,0,0,0
"permutation test, mean stat",300,0,0,0,0
"bootstrap, percentile method",300,0,0,0,0
"bootstrap, basic method",300,0,0,0,0
"bootstrap, bca method",300,0,0,0,0
z-test,301,0,0,0,0
"t-test, equal var = true",301,0,0,0,0
"t-test, equal var = false",301,0,0,0,0
"permutation test, mean stat",301,0,0,0,0
"bootstrap, percentile method",301,0,0,0,0
"bootstrap, basic method",301,0,0,0,0
"bootstrap, bca method",301,0,0,0,0
z-test,302,0,0,0,0
"t-test, equal var = true",302,0,0,0,0
"t-test, equal var = false",302,0,0,0,0
"permutation test, mean stat",302,0,0,0,0
"bootstrap, percentile method",302,0,0,0,0
"bootstrap, basic method",302,0,0,0,0
"bootstrap, bca method",302,0,0,0,0
z-test,303,0,0,0,0
"t-test, equal var = true",303,0,0,0,0
"t-test, equal var = false",303,0,0,0,0
"permutation test, mean stat",303,0,0,0,0
"bootstrap, percentile method",303,0,0,0,0
"bootstrap, basic method",303,0,0,0,0
"bootstrap, bca method",303,0,0,0,0
z-test,304,0,0,0,0
"t-test, equal var = true",304,0,0,0,0
"t-test, equal var = false",304,0,0,0,0
"permutation test, mean stat",304,0,0,0,0
"bootstrap, percentile method",304,0,0,0,0
"bootstrap, basic method",304,0,0,0,0
"bootstrap, bca method",304,0,0,0,0
z-test,305,0,0,0,1
"t-test, equal var = true",305,0,0,0,1
"t-test, equal var = false",305,0,0,0,1
"permutation test, mean stat",305,0,0,0,1
"bootstrap, percentile method",305,0,0,0,1
"bootstrap, basic method",305,0,0,0,1
"bootstrap, bca method",305,0,0,0,1
z-test,306,0,0,0,0
"t-test, equal var = true",306,0,0,0,0
"t-test, equal var = false",306,0,0,0,0
"permutation test, mean stat",306,0,0,0,0
"bootstrap, percentile method",306,0,0,0,0
"bootstrap, basic method",306,0,0,0,0
"bootstrap, bca method",306,0,0,0,0
z-test,307,0,0,0,0
"t-test, equal var = true",307,0,0,0,0
"t-test, equal var = false",307,0,0,0,0
"permutation test, mean stat",307,0,0,0,0
"bootstrap, percentile method",307,0,0,0,0
"bootstrap, basic method",307,0,0,0,0
"bootstrap, bca method",307,0,0,0,0
z-test,308,0,0,0,1
"t-test, equal var = true",308,0,0,0,1
"t-test, equal var = false",308,0,0,0,1
"permutation test, mean stat",308,0,0,0,1
"bootstrap, percentile method",308,0,0,0,1
"bootstrap, basic method",308,0,0,0,1
"bootstrap, bca method",308,0,0,0,1
z-test,309,0,0,0,0
"t-test, equal var = true",309,0,0,0,0
"t-test, equal var = false",309,0,0,0,0
"permutation test, mean stat",309,0,0,0,0
"bootstrap, percentile method",309,0,0,0,0
"bootstrap, basic method",309,0,0,0,0
"bootstrap, bca method",309,0,0,0,0
z-test,310,0,0,0,0
"t-test, equal var = true",310,0,0,0,0
"t-test, equal var = false",310,0,0,0,0
"permutation test, mean stat",310,0,0,0,0
"bootstrap, percentile method",310,0,0,0,0
"bootstrap, basic method",310,0,0,0,0
"bootstrap, bca method",310,0,0,0,0
z-test,311,0,0,0,0
"t-test, equal var = true",311,0,0,0,0
"t-test, equal var = false",311,0,0,0,0
"permutation test, mean stat",311,0,0,0,0
"bootstrap, percentile method",311,0,0,0,0
"bootstrap, basic method",311,0,0,0,0
"bootstrap, bca method",311,0,0,0,0
z-test,312,0,0,0,0
"t-test, equal var = true",312,0,0,0,0
"t-test, equal var = false",312,0,0,0,0
"permutation test, mean stat",312,0,0,0,0
"bootstrap, percentile method",312,0,0,0,0
"bootstrap, basic method",312,0,0,0,0
"bootstrap, bca method",312,0,0,0,0
z-test,313,0,0,0,0
"t-test, equal var = true",313,0,0,0,0
"t-test, equal var = false",313,0,0,0,0
"permutation test, mean stat",313,0,0,0,0
"bootstrap, percentile method",313,0,0,0,1
"bootstrap, basic method",313,0,0,0,0
"bootstrap, bca method",313,0,0,0,1
z-test,314,0,0,0,0
"t-test, equal var = true",314,0,0,0,0
"t-test, equal var = false",314,0,0,0,0
"permutation test, mean stat",314,0,0,0,0
"bootstrap, percentile method",314,0,0,0,0
"bootstrap, basic method",314,0,0,0,0
"bootstrap, bca method",314,0,0,0,0
z-test,315,0,0,0,0
"t-test, equal var = true",315,0,0,0,0
"t-test, equal var = false",315,0,0,0,0
"permutation test, mean stat",315,0,0,0,0
"bootstrap, percentile method",315,0,0,0,0
"bootstrap, basic method",315,0,0,0,0
"bootstrap, bca method",315,0,0,0,0
z-test,316,0,0,0,0
"t-test, equal var = true",316,0,0,0,0
"t-test, equal var = false",316,0,0,0,0
"permutation test, mean stat",316,0,0,0,0
"bootstrap, percentile method",316,0,0,0,0
"bootstrap, basic method",316,0,0,0,0
"bootstrap, bca method",316,0,0,0,0
z-test,317,0,0,0,0
"t-test, equal var = true",317,0,0,0,0
"t-test, equal var = false",317,0,0,0,0
"permutation test, mean stat",317,0,0,0,0
"bootstrap, percentile method",317,0,0,0,0
"bootstrap, basic method",317,0,0,0,0
"bootstrap, bca method",317,0,0,0,0
z-test,318,0,0,0,0
"t-test, equal var = true",318,0,0,0,0
"t-test, equal var = false",318,0,0,0,0
"permutation test, mean stat",318,0,0,0,0
"bootstrap, percentile method",318,0,0,0,0
"bootstrap, basic method",318,0,0,0,0
"bootstrap, bca method",318,0,0,0,0
z-test,319,0,0,0,0
"t-test, equal var = true",319,0,0,0,0
"t-test, equal var = false",319,0,0,0,0
"permutation test, mean stat",319,0,0,0,0
"bootstrap, percentile method",319,0,0,0,0
"bootstrap, basic method",319,0,0,0,0
"bootstrap, bca method",319,0,0,0,0
z-test,320,0,0,0,0
"t-test, equal var = true",320,0,0,0,0
"t-test, equal var = false",320,0,0,0,0
"permutation test, mean stat",320,0,0,0,0
"bootstrap, percentile method",320,0,0,0,0
"bootstrap, basic method",320,0,0,0,0
"bootstrap, bca method",320,0,0,0,0
z-test,321,0,0,0,0
"t-test, equal var = true",321,0,0,0,0
"t-test, equal var = false",321,0,0,0,0
"permutation test, mean stat",321,0,0,0,0
"bootstrap, percentile method",321,0,0,0,0
"bootstrap, basic method",321,0,0,0,0
"bootstrap, bca method",321,0,0,0,0
z-test,322,0,0,0,0
"t-test, equal var = true",322,0,0,0,0
"t-test, equal var = false",322,0,0,0,0
"permutation test, mean stat",322,0,0,0,0
"bootstrap, percentile method",322,0,0,0,0
"bootstrap, basic method",322,0,0,0,0
"bootstrap, bca method",322,0,0,0,0
z-test,323,0,0,0,0
"t-test, equal var = true",323,0,0,0,0
"t-test, equal var = false",323,0,0,0,0
"permutation test, mean stat",323,0,0,0,0
"bootstrap, percentile method",323,0,0,0,0
"bootstrap, basic method",323,0,0,0,0
"bootstrap, bca method",323,0,0,0,0
z-test,324,0,0,0,0
"t-test, equal var = true",324,0,0,0,0
"t-test, equal var = false",324,0,0,0,0
"permutation test, mean stat",324,0,0,0,0
"bootstrap, percentile method",324,0,0,0,0
"bootstrap, basic method",324,0,0,0,0
"bootstrap, bca method",324,0,0,0,0
z-test,325,0,0,0,0
"t-test, equal var = true",325,0,0,0,0
"t-test, equal var = false",325,0,0,0,0
"permutation test, mean stat",325,0,0,0,0
"bootstrap, percentile method",325,0,0,0,0
"bootstrap, basic method",325,0,0,0,0
"bootstrap, bca method",325,0,0,0,0
z-test,326,0,0,0,0
"t-test, equal var = true",326,0,0,0,0
"t-test, equal var = false",326,0,0,0,0
"permutation test, mean stat",326,0,0,0,0
"bootstrap, percentile method",326,0,0,0,0
"bootstrap, basic method",326,0,0,0,0
"bootstrap, bca method",326,0,0,0,0
z-test,327,0,0,0,0
"t-test, equal var = true",327,0,0,0,0
"t-test, equal var = false",327,0,0,0,0
"permutation test, mean stat",327,0,0,0,0
"bootstrap, percentile method",327,0,0,0,0
"bootstrap, basic method",327,0,0,0,0
"bootstrap, bca method",327,0,0,0,0
z-test,328,0,0,0,0
"t-test, equal var = true",328,0,0,0,0
"t-test, equal var = false",328,0,0,0,0
"permutation test, mean stat",328,0,0,0,0
"bootstrap, percentile method",328,0,0,0,0
"bootstrap, basic method",328,0,0,0,0
"bootstrap, bca method",328,0,0,0,0
z-test,329,0,0,0,0
"t-test, equal var = true",329,0,0,0,0
"t-test, equal var = false",329,0,0,0,0
"permutation test, mean stat",329,0,0,0,0
"bootstrap, percentile method",329,0,0,0,0
"bootstrap, basic method",329,0,0,0,0
"bootstrap, bca method",329,0,0,0,0
z-test,330,0,0,0,0
"t-test, equal var = true",330,0,0,0,0
"t-test, equal var = false",330,0,0,0,0
"permutation test, mean stat",330,0,0,0,0
"bootstrap, percentile method",330,0,0,0,0
"bootstrap, basic method",330,0,0,0,0
"bootstrap, bca method",330,0,0,0,0
z-test,331,0,0,0,0
"t-test, equal var = true",331,0,0,0,0
"t-test, equal var = false",331,0,0,0,0
"permutation test, mean stat",331,0,0,0,0
"bootstrap, percentile method",331,0,0,0,0
"bootstrap, basic method",331,0,0,0,0
"bootstrap, bca method",331,0,0,0,0
z-test,332,0,0,0,0
"t-test, equal var = true",332,0,0,0,0
"t-test, equal var = false",332,0,0,0,0
"permutation test, mean stat",332,0,0,0,0
"bootstrap, percentile method",332,0,0,0,0
"bootstrap, basic method",332,0,0,0,0
"bootstrap, bca method",332,0,0,0,0
z-test,333,0,0,0,0
"t-test, equal var = true",333,0,0,0,0
"t-test, equal var = false",333,0,0,0,0
"permutation test, mean stat",333,0,0,0,0
"bootstrap, percentile method",333,0,0,0,0
"bootstrap, basic method",333,0,0,0,0
"bootstrap, bca method",333,0,0,0,0
z-test,334,0,0,0,0
"t-test, equal var = true",334,0,0,0,0
"t-test, equal var = false",334,0,0,0,0
"permutation test, mean stat",334,0,0,0,0
"bootstrap, percentile method",334,0,0,0,0
"bootstrap, basic method",334,0,0,0,0
"bootstrap, bca method",334,0,0,0,0
z-test,335,0,0,0,0
"t-test, equal var = true",335,0,0,0,0
"t-test, equal var = false",335,0,0,0,0
"permutation test, mean stat",335,0,0,0,0
"bootstrap, percentile method",335,0,0,0,0
"bootstrap, basic method",335,0,0,0,0
"bootstrap, bca method",335,0,0,0,0
z-test,336,0,0,0,0
"t-test, equal var = true",336,0,0,0,0
"t-test, equal var = false",336,0,0,0,0
"permutation test, mean stat",336,0,0,0,0
"bootstrap, percentile method",336,0,0,0,0
"bootstrap, basic method",336,0,0,0,0
"bootstrap, bca method",336,0,0,0,0
z-test,337,0,0,0,0
"t-test, equal var = true",337,0,0,0,0
"t-test, equal var = false",337,0,0,0,0
"permutation test, mean stat",337,0,0,0,0
"bootstrap, percentile method",337,0,0,0,0
"bootstrap, basic method",337,0,0,0,0
"bootstrap, bca method",337,0,0,0,0
z-test,338,0,0,0,0
"t-test, equal var = true",338,0,0,0,0
"t-test, equal var = false",338,0,0,0,0
"permutation test, mean stat",338,0,0,0,0
"bootstrap, percentile method",338,0,0,0,0
"bootstrap, basic method",338,0,0,0,0
"bootstrap, bca method",338,0,0,0,0
z-test,339,0,0,0,0
"t-test, equal var = true",339,0,0,0,0
"t-test, equal var = false",339,0,0,0,0
"permutation test, mean stat",339,0,0,0,0
"bootstrap, percentile method",339,0,0,0,0
"bootstrap, basic method",339,0,0,0,0
"bootstrap, bca method",339,0,0,0,0
z-test,340,0,0,0,0
"t-test, equal var = true",340,0,0,0,0
"t-test, equal var = false",340,0,0,0,0
"permutation test, mean stat",340,0,0,0,0
"bootstrap, percentile method",340,0,0,0,0
"bootstrap, basic method",340,0,0,0,0
"bootstrap, bca method",340,0,0,0,0
z-test,341,0,0,0,0
"t-test, equal var = true",341,0,0,0,0
"t-test, equal var = false",341,0,0,0,0
"permutation test, mean stat",341,0,0,0,0
"bootstrap, percentile method",341,0,0,0,0
"bootstrap, basic method",341,0,0,0,0
"bootstrap, bca method",341,0,0,0,0
z-test,342,0,0,0,0
"t-test, equal var = true",342,0,0,0,0
"t-test, equal var = false",342,0,0,0,0
"permutation test, mean stat",342,0,0,0,0
"bootstrap, percentile method",342,0,0,0,0
"bootstrap, basic method",342,0,0,0,0
"bootstrap, bca method",342,0,0,0,0
z-test,343,0,0,0,0
"t-test, equal var = true",343,0,0,0,0
"t-test, equal var = false",343,0,0,0,0
"permutation test, mean stat",343,0,0,0,0
"bootstrap, percentile method",343,0,0,0,0
"bootstrap, basic method",343,0,0,0,0
"bootstrap, bca method",343,0,0,0,0
z-test,344,0,0,0,0
"t-test, equal var = true",344,0,0,0,0
"t-test, equal var = false",344,0,0,0,0
"permutation test, mean stat",344,0,0,0,0
"bootstrap, percentile method",344,0,0,0,0
"bootstrap, basic method",344,0,0,0,0
"bootstrap, bca method",344,0,0,0,0
z-test,345,0,0,0,0
"t-test, equal var = true",345,0,0,0,0
"t-test, equal var = false",345,0,0,0,0
"permutation test, mean stat",345,0,0,0,0
"bootstrap, percentile method",345,0,0,0,0
"bootstrap, basic method",345,0,0,0,0
"bootstrap, bca method",345,0,0,0,0
z-test,346,0,0,0,0
"t-test, equal var = true",346,0,0,0,0
"t-test, equal var = false",346,0,0,0,0
"permutation test, mean stat",346,0,0,0,0
"bootstrap, percentile method",346,0,0,0,0
"bootstrap, basic method",346,0,0,0,0
"bootstrap, bca method",346,0,0,0,0
z-test,347,0,0,0,0
"t-test, equal var = true",347,0,0,0,0
"t-test, equal var = false",347,0,0,0,0
"permutation test, mean stat",347,0,0,0,0
"bootstrap, percentile method",347,0,0,0,0
"bootstrap, basic method",347,0,0,0,0
"bootstrap, bca method",347,0,0,0,0
z-test,348,0,0,0,0
"t-test, equal var = true",348,0,0,0,0
"t-test, equal var = false",348,0,0,0,0
"permutation test, mean stat",348,0,0,0,0
"bootstrap, percentile method",348,0,0,0,0
"bootstrap, basic method",348,0,0,0,0
"bootstrap, bca method",348,0,0,0,0
z-test,349,0,0,0,0
"t-test, equal var = true",349,0,0,0,0
"t-test, equal var = false",349,0,0,0,0
"permutation test, mean stat",349,0,0,0,0
"bootstrap, percentile method",349,0,0,0,0
"bootstrap, basic method",349,0,0,0,0
"bootstrap, bca method",349,0,0,0,0
z-test,350,0,0,0,0
"t-test, equal var = true",350,0,0,0,0
"t-test, equal var = false",350,0,0,0,0
"permutation test, mean stat",350,0,0,0,0
"bootstrap, percentile method",350,0,0,0,0
"bootstrap, basic method",350,0,0,0,0
"bootstrap, bca method",350,0,0,0,0
z-test,351,0,0,0,0
"t-test, equal var = true",351,0,0,0,0
"t-test, equal var = false",351,0,0,0,0
"permutation test, mean stat",351,0,0,0,0
"bootstrap, percentile method",351,0,0,0,0
"bootstrap, basic method",351,0,0,0,0
"bootstrap, bca method",351,0,0,0,0
z-test,352,0,0,0,0
"t-test, equal var = true",352,0,0,0,0
"t-test, equal var = false",352,0,0,0,0
"permutation test, mean stat",352,0,0,0,0
"bootstrap, percentile method",352,0,0,0,0
"bootstrap, basic method",352,0,0,0,0
"bootstrap, bca method",352,0,0,0,0
z-test,353,0,0,0,0
"t-test, equal var = true",353,0,0,0,0
"t-test, equal var = false",353,0,0,0,0
"permutation test, mean stat",353,0,0,0,0
"bootstrap, percentile method",353,0,0,0,0
"bootstrap, basic method",353,0,0,0,0
"bootstrap, bca method",353,0,0,0,0
z-test,354,0,0,0,0
"t-test, equal var = true",354,0,0,0,0
"t-test, equal var = false",354,0,0,0,0
"permutation test, mean stat",354,0,0,0,0
"bootstrap, percentile method",354,0,0,0,0
"bootstrap, basic method",354,0,0,0,0
"bootstrap, bca method",354,0,0,0,0
z-test,355,0,0,0,0
"t-test, equal var = true",355,0,0,0,0
"t-test, equal var = false",355,0,0,0,0
"permutation test, mean stat",355,0,0,0,0
"bootstrap, percentile method",355,0,0,0,0
"bootstrap, basic method",355,0,0,0,0
"bootstrap, bca method",355,0,0,0,0
z-test,356,0,0,0,0
"t-test, equal var = true",356,0,0,0,0
"t-test, equal var = false",356,0,0,0,0
"permutation test, mean stat",356,0,0,0,0
"bootstrap, percentile method",356,0,0,0,0
"bootstrap, basic method",356,0,0,0,0
"bootstrap, bca method",356,0,0,0,0
z-test,357,0,0,0,0
"t-test, equal var = true",357,0,0,0,0
"t-test, equal var = false",357,0,0,0,0
"permutation test, mean stat",357,0,0,0,0
"bootstrap, percentile method",357,0,0,0,0
"bootstrap, basic method",357,0,0,0,0
"bootstrap, bca method",357,0,0,0,0
z-test,358,0,0,0,0
"t-test, equal var = true",358,0,0,0,0
"t-test, equal var = false",358,0,0,0,0
"permutation test, mean stat",358,0,0,0,0
"bootstrap, percentile method",358,0,0,0,0
"bootstrap, basic method",358,0,0,0,0
"bootstrap, bca method",358,0,0,0,0
z-test,359,0,0,0,0
"t-test, equal var = true",359,0,0,0,0
"t-test, equal var = false",359,0,0,0,0
"permutation test, mean stat",359,0,0,0,0
"bootstrap, percentile method",359,0,0,0,0
"bootstrap, basic method",359,0,0,0,0
"bootstrap, bca method",359,0,0,0,0
z-test,360,0,0,0,0
"t-test, equal var = true",360,0,0,0,0
"t-test, equal var = false",360,0,0,0,0
"permutation test, mean stat",360,0,0,0,0
"bootstrap, percentile method",360,0,0,0,0
"bootstrap, basic method",360,0,0,0,0
"bootstrap, bca method",360,0,0,0,0
z-test,361,0,0,0,0
"t-test, equal var = true",361,0,0,0,0
"t-test, equal var = false",361,0,0,0,0
"permutation test, mean stat",361,0,0,0,0
"bootstrap, percentile method",361,0,0,0,0
"bootstrap, basic method",361,0,0,0,0
"bootstrap, bca method",361,0,0,0,0
z-test,362,0,0,0,0
"t-test, equal var = true",362,0,0,0,0
"t-test, equal var = false",362,0,0,0,0
"permutation test, mean stat",362,0,0,0,0
"bootstrap, percentile method",362,0,0,0,0
